,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2442, 2 Series,2019,27990.0,Semi-Auto,1614.0,Diesel,145.0,49.6,2.0
2443, 2 Series,2019,28361.0,Semi-Auto,101.0,Petrol,145.0,50.4,2.0
2448, 2 Series,2018,19000.0,Semi-Auto,9641.0,Petrol,145.0,38.2,2.0
2450, 3 Series,2018,19900.0,Semi-Auto,12030.0,Diesel,145.0,64.2,2.0
2459, 5 Series,2019,28800.0,Semi-Auto,5360.0,Diesel,145.0,65.7,2.0
2460, 3 Series,2019,29480.0,Semi-Auto,2228.0,Diesel,145.0,52.3,2.0
2461, 1 Series,2019,16980.0,Manual,12.0,Diesel,145.0,68.9,2.0
2462, 4 Series,2019,24785.0,Semi-Auto,2924.0,Petrol,145.0,48.7,2.0
2472, 3 Series,2019,27480.0,Manual,18.0,Diesel,145.0,54.3,2.0
2473, 4 Series,2019,29840.0,Semi-Auto,6011.0,Diesel,145.0,60.1,2.0
2474, 2 Series,2019,21480.0,Manual,3347.0,Diesel,145.0,61.4,2.0
2477, X1,2019,25780.0,Semi-Auto,4224.0,Diesel,145.0,60.1,2.0
2478, 3 Series,2019,27480.0,Manual,4398.0,Diesel,145.0,54.3,2.0
2480, 3 Series,2019,26498.0,Semi-Auto,17794.0,Diesel,145.0,48.7,2.0
2509, 4 Series,2019,34885.0,Semi-Auto,4883.0,Diesel,145.0,60.1,2.0
2510, 1 Series,2019,32760.0,Semi-Auto,2690.0,Petrol,145.0,34.5,2.0
2515, 3 Series,2017,20030.0,Semi-Auto,44751.0,Petrol,145.0,48.7,2.0
2516, 4 Series,2017,20385.0,Semi-Auto,19221.0,Diesel,145.0,65.7,2.0
2517, 3 Series,2018,21420.0,Semi-Auto,21328.0,Diesel,145.0,60.1,2.0
2518, 4 Series,2016,19972.0,Semi-Auto,15705.0,Petrol,145.0,48.7,2.0
2519, 4 Series,2018,21216.0,Semi-Auto,11685.0,Diesel,145.0,65.7,2.0
2520, 3 Series,2019,20298.0,Manual,6018.0,Diesel,145.0,64.2,2.0
2521, 4 Series,2019,32087.0,Semi-Auto,1678.0,Diesel,145.0,65.7,2.0
2522, X3,2019,34991.0,Semi-Auto,2549.0,Diesel,145.0,54.3,2.0
2525, X4,2020,41904.0,Semi-Auto,101.0,Diesel,145.0,42.8,2.0
2548, 5 Series,2020,26990.0,Semi-Auto,6.0,Petrol,145.0,52.3,2.0
2549, 3 Series,2017,17490.0,Semi-Auto,18138.0,Diesel,145.0,64.2,2.0
2560, 1 Series,2019,25490.0,Manual,10.0,Diesel,145.0,53.3,2.0
2561, 5 Series,2019,26350.0,Semi-Auto,10312.0,Diesel,145.0,65.7,2.0
2564, 2 Series,2019,24990.0,Semi-Auto,10.0,Petrol,145.0,50.4,2.0
2567, Z4,2020,29990.0,Semi-Auto,4646.0,Petrol,145.0,38.7,2.0
2568, 4 Series,2019,27890.0,Semi-Auto,2476.0,Petrol,145.0,48.7,2.0
2569, X2,2019,28490.0,Semi-Auto,2949.0,Diesel,145.0,61.4,2.0
2570, 4 Series,2019,26490.0,Semi-Auto,1652.0,Petrol,145.0,45.6,2.0
2571, 4 Series,2019,25850.0,Semi-Auto,2146.0,Diesel,145.0,65.7,2.0
2572, 4 Series,2019,25850.0,Semi-Auto,1980.0,Diesel,145.0,65.7,2.0
2573, 2 Series,2019,22650.0,Manual,100.0,Diesel,145.0,61.4,2.0
2574, 5 Series,2018,22600.0,Semi-Auto,14102.0,Diesel,145.0,68.9,2.0
2576, 3 Series,2019,23980.0,Semi-Auto,4628.0,Diesel,145.0,62.8,2.0
2577, 5 Series,2020,29990.0,Semi-Auto,10.0,Petrol,145.0,50.4,2.0
2578, X2,2020,23450.0,Manual,15.0,Diesel,145.0,55.4,2.0
2579, 4 Series,2020,25980.0,Manual,14.0,Petrol,145.0,46.3,2.0
2581, 3 Series,2020,28990.0,Semi-Auto,5656.0,Diesel,145.0,52.3,2.0
2582, 3 Series,2020,30490.0,Semi-Auto,6565.0,Diesel,145.0,50.4,2.0
2584, 1 Series,2020,30990.0,Semi-Auto,5656.0,Petrol,145.0,34.5,2.0
2585, 3 Series,2020,33990.0,Semi-Auto,5665.0,Petrol,145.0,40.4,2.0
2586, 4 Series,2019,23450.0,Semi-Auto,6900.0,Diesel,145.0,65.7,2.0
2594, 5 Series,2019,26350.0,Semi-Auto,4694.0,Diesel,145.0,65.7,2.0
2595, 3 Series,2019,28450.0,Semi-Auto,9809.0,Petrol,145.0,43.5,2.0
2596, 5 Series,2019,26350.0,Semi-Auto,6260.0,Diesel,145.0,65.7,2.0
2597, 5 Series,2019,26350.0,Semi-Auto,9334.0,Diesel,145.0,65.7,2.0
2598, 3 Series,2020,28990.0,Semi-Auto,4.0,Diesel,145.0,62.8,2.0
2599, 3 Series,2019,24450.0,Manual,4725.0,Diesel,145.0,54.3,2.0
2600, 3 Series,2019,27450.0,Semi-Auto,7827.0,Petrol,145.0,43.5,2.0
2604, 5 Series,2019,24397.0,Semi-Auto,10423.0,Diesel,145.0,65.7,2.0
2606, X2,2019,29490.0,Semi-Auto,1155.0,Diesel,145.0,61.4,2.0
2607, 1 Series,2019,29950.0,Semi-Auto,10.0,Diesel,145.0,48.7,2.0
2608, 4 Series,2019,25450.0,Semi-Auto,1678.0,Petrol,145.0,48.7,2.0
2610, 1 Series,2019,27490.0,Semi-Auto,2270.0,Diesel,145.0,51.4,2.0
2611, 5 Series,2020,34850.0,Semi-Auto,16.0,Hybrid,145.0,44.8,2.0
2613, 3 Series,2020,23490.0,Manual,15.0,Diesel,145.0,58.9,2.0
2615, 3 Series,2020,29990.0,Semi-Auto,9.0,Diesel,145.0,50.4,2.0
2616, 3 Series,2020,23990.0,Manual,13.0,Diesel,145.0,56.5,2.0
2620, 3 Series,2019,24597.0,Semi-Auto,5574.0,Petrol,145.0,48.7,2.0
2621, 2 Series,2018,32271.0,Semi-Auto,103.0,Diesel,145.0,49.6,2.0
2622, X2,2019,32991.0,Semi-Auto,2899.0,Petrol,145.0,39.2,2.0
2624, X2,2018,24530.0,Semi-Auto,25660.0,Diesel,145.0,61.4,2.0
2625, X1,2019,23497.0,Semi-Auto,105.0,Petrol,145.0,37.7,2.0
2628, 1 Series,2019,27990.0,Semi-Auto,10.0,Diesel,145.0,51.4,2.0
2630, X2,2019,26490.0,Semi-Auto,10.0,Petrol,145.0,38.7,2.0
2631, 1 Series,2019,24990.0,Manual,10.0,Diesel,145.0,53.3,2.0
2634, 3 Series,2019,29990.0,Semi-Auto,7460.0,Diesel,145.0,48.7,2.0
2635, 3 Series,2019,28440.0,Semi-Auto,8788.0,Diesel,145.0,48.7,2.0
2636, 5 Series,2020,32850.0,Semi-Auto,5.0,Hybrid,145.0,62.8,2.0
2637, X2,2020,26890.0,Manual,9.0,Diesel,145.0,53.3,2.0
2638, 5 Series,2020,27990.0,Semi-Auto,8.0,Hybrid,145.0,52.3,2.0
2640, 5 Series,2017,23980.0,Semi-Auto,29539.0,Diesel,145.0,60.1,2.0
2641, 3 Series,2019,30326.0,Semi-Auto,3392.0,Petrol,145.0,41.5,2.0
2643, 3 Series,2020,22850.0,Semi-Auto,12.0,Petrol,145.0,43.5,2.0
2652, 3 Series,2018,22875.0,Semi-Auto,8973.0,Petrol,145.0,47.9,2.0
2653, 2 Series,2019,21945.0,Semi-Auto,11687.0,Petrol,145.0,47.9,2.0
2656, 3 Series,2019,31390.0,Semi-Auto,5029.0,Petrol,145.0,40.9,2.0
2657, 3 Series,2019,24990.0,Manual,4753.0,Diesel,145.0,64.2,2.0
2658, 3 Series,2019,24950.0,Manual,3238.0,Diesel,145.0,64.2,2.0
2660, 3 Series,2019,23790.0,Semi-Auto,8178.0,Petrol,145.0,47.9,2.0
2661, 3 Series,2019,23980.0,Semi-Auto,2198.0,Petrol,145.0,47.9,2.0
2662, 4 Series,2019,24975.0,Semi-Auto,9533.0,Diesel,145.0,65.7,2.0
2670, 1 Series,2017,24490.0,Manual,102.0,Diesel,145.0,65.7,2.0
2673, Z4,2020,33490.0,Semi-Auto,10.0,Petrol,145.0,38.7,2.0
2674, X1,2020,29450.0,Semi-Auto,10.0,Diesel,145.0,40.9,2.0
2676, 4 Series,2017,16900.0,Automatic,19834.0,Diesel,145.0,65.7,2.0
2677, 3 Series,2018,15620.0,Manual,19281.0,Diesel,145.0,60.1,2.0
2678, 2 Series,2020,24475.0,Manual,117.0,Diesel,145.0,51.4,2.0
2680, 4 Series,2018,22440.0,Semi-Auto,13673.0,Petrol,145.0,48.7,2.0
2683, 5 Series,2019,26350.0,Semi-Auto,9062.0,Diesel,145.0,65.7,2.0
2685, 2 Series,2019,22950.0,Semi-Auto,11.0,Diesel,145.0,64.2,2.0
2686, 2 Series,2019,23890.0,Semi-Auto,14.0,Diesel,145.0,62.8,2.0
2689, 3 Series,2019,23775.0,Semi-Auto,2552.0,Petrol,145.0,47.9,2.0
2690, 3 Series,2019,23775.0,Semi-Auto,2359.0,Petrol,145.0,47.9,2.0
2692, 1 Series,2019,15995.0,Manual,5500.0,Diesel,145.0,68.9,2.0
2705, 3 Series,2020,32475.0,Semi-Auto,12.0,Diesel,145.0,48.7,2.0
2706, 5 Series,2020,32475.0,Semi-Auto,12.0,Hybrid,145.0,49.6,2.0
2707, 3 Series,2020,33475.0,Semi-Auto,12.0,Diesel,145.0,48.7,2.0
2709, X2,2018,22470.0,Semi-Auto,10500.0,Diesel,145.0,61.4,2.0
2711, 3 Series,2018,21998.0,Semi-Auto,17810.0,Diesel,145.0,60.1,2.0
2712, 3 Series,2018,19498.0,Semi-Auto,17686.0,Diesel,145.0,64.2,2.0
2713, X2,2019,27990.0,Semi-Auto,10.0,Petrol,145.0,38.7,2.0
2715, 2 Series,2017,21990.0,Manual,10.0,Diesel,145.0,64.2,2.0
2717, 3 Series,2019,26450.0,Manual,3055.0,Diesel,145.0,54.3,2.0
2718, 3 Series,2019,26450.0,Manual,3093.0,Diesel,145.0,54.3,2.0
2721, 4 Series,2019,23450.0,Semi-Auto,11.0,Diesel,145.0,65.7,2.0
2727, 3 Series,2019,31440.0,Semi-Auto,4675.0,Petrol,145.0,40.9,2.0
2728, 3 Series,2019,23975.0,Semi-Auto,5749.0,Petrol,145.0,47.9,2.0
2730, X3,2019,32975.0,Semi-Auto,2715.0,Diesel,145.0,54.3,2.0
2731, 5 Series,2020,26990.0,Semi-Auto,11.0,Petrol,145.0,52.3,2.0
2733, X2,2019,27275.0,Semi-Auto,5177.0,Diesel,145.0,48.7,2.0
2734, 3 Series,2019,24775.0,Manual,3368.0,Diesel,145.0,64.2,2.0
2737, X1,2016,17207.0,Automatic,42761.0,Diesel,145.0,55.4,2.0
2741, 3 Series,2019,24775.0,Manual,3758.0,Diesel,145.0,64.2,2.0
2742, 3 Series,2019,23990.0,Manual,4026.0,Diesel,145.0,64.2,2.0
2743, 3 Series,2019,31390.0,Semi-Auto,3097.0,Petrol,145.0,41.5,2.0
2752, 4 Series,2020,25980.0,Semi-Auto,14.0,Diesel,145.0,65.7,2.0
2754, 3 Series,2019,31275.0,Semi-Auto,5494.0,Petrol,145.0,41.5,2.0
2755, 3 Series,2019,24275.0,Semi-Auto,10361.0,Diesel,145.0,62.8,2.0
2756, 4 Series,2019,24775.0,Semi-Auto,10535.0,Diesel,145.0,65.7,2.0
2757, 5 Series,2019,26275.0,Semi-Auto,7585.0,Diesel,145.0,65.7,2.0
2759, 5 Series,2019,28975.0,Semi-Auto,2013.0,Diesel,145.0,60.1,2.0
2760, X1,2019,28790.0,Semi-Auto,3911.0,Petrol,145.0,38.7,2.0
2763, 3 Series,2019,25950.0,Semi-Auto,3977.0,Petrol,145.0,43.5,2.0
2764, 5 Series,2019,26350.0,Semi-Auto,8324.0,Diesel,145.0,65.7,2.0
2772, 2 Series,2020,26475.0,Semi-Auto,12.0,Diesel,145.0,51.4,2.0
2774, 3 Series,2019,29975.0,Manual,1254.0,Diesel,145.0,54.3,2.0
2775, 3 Series,2019,27275.0,Manual,3377.0,Diesel,145.0,54.3,2.0
2777, 3 Series,2019,28775.0,Semi-Auto,5800.0,Diesel,145.0,52.3,2.0
2778, 3 Series,2019,24775.0,Manual,3043.0,Diesel,145.0,64.2,2.0
2781, 3 Series,2018,24475.0,Semi-Auto,10548.0,Petrol,145.0,46.3,2.0
2782, 3 Series,2018,24790.0,Semi-Auto,12.0,Petrol,145.0,48.7,2.0
2783, 3 Series,2018,27490.0,Semi-Auto,12.0,Diesel,145.0,57.7,2.0
2785, X3,2019,34440.0,Semi-Auto,11.0,Diesel,145.0,54.3,2.0
2787, 3 Series,2020,29990.0,Semi-Auto,9.0,Diesel,145.0,51.4,2.0
2788, X2,2020,34450.0,Semi-Auto,14.0,Petrol,145.0,34.0,2.0
2789, 5 Series,2020,31450.0,Semi-Auto,8.0,Hybrid,145.0,60.1,2.0
2790, 5 Series,2020,29950.0,Semi-Auto,6.0,Hybrid,145.0,49.6,2.0
2794, 4 Series,2018,22275.0,Semi-Auto,18243.0,Petrol,145.0,48.7,2.0
2795, 2 Series,2019,23775.0,Manual,34.0,Diesel,145.0,60.1,2.0
2796, 2 Series,2019,22775.0,Manual,10.0,Diesel,145.0,51.4,2.0
2797, 5 Series,2019,31475.0,Semi-Auto,12.0,Petrol,145.0,48.7,2.0
2799, 4 Series,2019,24275.0,Semi-Auto,13.0,Petrol,145.0,45.6,2.0
2800, 4 Series,2019,24275.0,Semi-Auto,12.0,Petrol,145.0,45.6,2.0
2801, 4 Series,2019,23975.0,Semi-Auto,13.0,Petrol,145.0,45.6,2.0
2802, X2,2018,28990.0,Manual,12.0,Diesel,145.0,52.3,2.0
2803, X3,2018,39650.0,Semi-Auto,12.0,Diesel,145.0,54.3,2.0
2804, 5 Series,2019,26350.0,Semi-Auto,14345.0,Diesel,145.0,65.7,2.0
2805, X1,2019,25999.0,Semi-Auto,4575.0,Diesel,145.0,60.1,2.0
2806, X1,2019,25999.0,Semi-Auto,2974.0,Diesel,145.0,60.1,2.0
2811, 3 Series,2019,23980.0,Semi-Auto,2760.0,Diesel,145.0,62.8,2.0
2815, 2 Series,2019,21775.0,Semi-Auto,10570.0,Petrol,145.0,47.9,2.0
2817, 2 Series,2019,21775.0,Semi-Auto,8878.0,Petrol,145.0,47.9,2.0
2818, X1,2018,21975.0,Semi-Auto,16719.0,Diesel,145.0,60.1,2.0
2821, 3 Series,2020,23990.0,Manual,5.0,Diesel,145.0,56.5,2.0
2823, 3 Series,2020,23850.0,Semi-Auto,23.0,Petrol,145.0,42.2,2.0
2825, 3 Series,2015,16799.0,Semi-Auto,35365.0,Diesel,145.0,57.6,2.0
2831, 3 Series,2020,23990.0,Manual,16.0,Diesel,145.0,56.5,2.0
2832, 3 Series,2020,24850.0,Semi-Auto,10.0,Diesel,145.0,52.3,2.0
2837, 5 Series,2020,32850.0,Semi-Auto,12.0,Hybrid,145.0,62.8,2.0
2839, 1 Series,2019,18999.0,Semi-Auto,12011.0,Diesel,145.0,65.7,2.0
2840, 3 Series,2019,28950.0,Semi-Auto,5367.0,Diesel,145.0,52.3,2.0
2841, 1 Series,2018,16775.0,Manual,10842.0,Diesel,145.0,65.7,2.0
2843, 4 Series,2019,23750.0,Semi-Auto,9.0,Diesel,145.0,65.7,2.0
2844, 4 Series,2018,21975.0,Semi-Auto,18165.0,Petrol,145.0,48.7,2.0
2845, 5 Series,2019,27875.0,Semi-Auto,3905.0,Diesel,145.0,55.4,2.0
2848, 5 Series,2019,27998.0,Semi-Auto,6865.0,Diesel,145.0,60.1,2.0
2849, 1 Series,2019,19498.0,Semi-Auto,11602.0,Diesel,145.0,67.3,2.0
2859, 4 Series,2016,17999.0,Manual,30055.0,Diesel,145.0,55.4,2.0
2865, 3 Series,2017,19490.0,Semi-Auto,41816.0,Diesel,145.0,64.2,2.0
2867, X3,2019,29480.0,Automatic,7164.0,Diesel,145.0,56.5,2.0
2868, X3,2016,22980.0,Semi-Auto,46389.0,Diesel,145.0,54.3,2.0
2869, X1,2017,20980.0,Semi-Auto,16717.0,Diesel,145.0,60.1,2.0
2870, 3 Series,2019,30990.0,Semi-Auto,1204.0,Diesel,145.0,49.6,2.0
2871, 3 Series,2019,27480.0,Semi-Auto,11103.0,Diesel,145.0,52.3,2.0
2872, 4 Series,2019,24250.0,Semi-Auto,110.0,Diesel,145.0,60.1,2.0
2873, 2 Series,2019,19975.0,Semi-Auto,9503.0,Diesel,145.0,49.6,2.0
2874, 5 Series,2019,25990.0,Semi-Auto,11114.0,Diesel,145.0,65.7,2.0
2878, 2 Series,2019,19880.0,Automatic,8556.0,Diesel,145.0,52.3,2.0
2880, X1,2020,25980.0,Semi-Auto,19.0,Diesel,145.0,60.1,2.0
2881, Z4,2020,29980.0,Semi-Auto,10.0,Petrol,145.0,38.7,2.0
2882, 1 Series,2019,21490.0,Automatic,7314.0,Diesel,145.0,65.7,2.0
2883, 2 Series,2019,22480.0,Manual,6521.0,Diesel,145.0,60.1,2.0
2884, 3 Series,2019,27480.0,Semi-Auto,5090.0,Petrol,145.0,45.6,2.0
2885, 5 Series,2019,26480.0,Semi-Auto,8601.0,Petrol,145.0,50.4,2.0
2886, 4 Series,2019,24980.0,Semi-Auto,6917.0,Diesel,145.0,65.7,2.0
2887, 3 Series,2019,26990.0,Semi-Auto,7264.0,Diesel,145.0,48.7,2.0
2888, 3 Series,2019,27890.0,Semi-Auto,1984.0,Diesel,145.0,48.7,2.0
2892, 5 Series,2019,27780.0,Semi-Auto,12182.0,Diesel,145.0,65.7,2.0
2894, 2 Series,2019,22990.0,Semi-Auto,682.0,Petrol,145.0,47.9,2.0
2898, 3 Series,2019,27980.0,Semi-Auto,5023.0,Petrol,145.0,45.6,2.0
2900, 3 Series,2019,24450.0,Manual,3378.0,Diesel,145.0,64.2,2.0
2901, 3 Series,2019,24450.0,Manual,2912.0,Diesel,145.0,64.2,2.0
2902, 3 Series,2019,23990.0,Manual,4710.0,Diesel,145.0,54.3,2.0
2903, 3 Series,2019,26440.0,Manual,102.0,Diesel,145.0,54.3,2.0
2904, X2,2019,24990.0,Semi-Auto,1702.0,Diesel,145.0,47.9,2.0
2905, X2,2019,26790.0,Manual,103.0,Diesel,145.0,53.3,2.0
2910, 3 Series,2019,24450.0,Manual,3973.0,Diesel,145.0,64.2,2.0
2911, 3 Series,2019,24980.0,Semi-Auto,6941.0,Petrol,145.0,42.2,2.0
2916, 1 Series,2019,19980.0,Automatic,11303.0,Diesel,145.0,48.7,2.0
2917, 4 Series,2019,22450.0,Manual,115.0,Petrol,145.0,46.3,2.0
2918, 4 Series,2019,24450.0,Semi-Auto,8128.0,Diesel,145.0,65.7,2.0
2920, 2 Series,2019,23450.0,Semi-Auto,9683.0,Diesel,145.0,57.7,2.0
2924, 1 Series,2019,20875.0,Semi-Auto,4834.0,Diesel,145.0,67.3,2.0
2926, 1 Series,2020,25890.0,Manual,1182.0,Diesel,145.0,53.3,2.0
2929, 3 Series,2019,25350.0,Semi-Auto,22095.0,Diesel,145.0,52.3,2.0
2930, 3 Series,2019,33875.0,Semi-Auto,9389.0,Diesel,145.0,49.6,2.0
2931, 2 Series,2019,21945.0,Semi-Auto,9408.0,Petrol,145.0,47.9,2.0
2932, 1 Series,2019,17980.0,Manual,6756.0,Diesel,145.0,65.7,2.0
2933, 1 Series,2019,18975.0,Manual,5650.0,Diesel,145.0,65.7,2.0
2934, 1 Series,2019,19875.0,Semi-Auto,7044.0,Diesel,145.0,67.3,2.0
2942, 1 Series,2019,19975.0,Manual,5303.0,Diesel,145.0,65.7,2.0
2944, 1 Series,2019,17480.0,Manual,5230.0,Diesel,145.0,68.9,2.0
2945, 3 Series,2019,28980.0,Automatic,6129.0,Diesel,145.0,50.4,2.0
2947, 2 Series,2019,21980.0,Manual,8494.0,Diesel,145.0,64.2,2.0
2948, X2,2018,19240.0,Manual,18440.0,Diesel,145.0,55.4,2.0
2951, 3 Series,2019,27980.0,Automatic,5000.0,Diesel,145.0,52.3,2.0
2953, 2 Series,2019,23480.0,Semi-Auto,112.0,Petrol,145.0,47.9,2.0
2954, 5 Series,2019,31875.0,Semi-Auto,114.0,Petrol,145.0,48.7,2.0
2955, 1 Series,2019,20875.0,Semi-Auto,5954.0,Diesel,145.0,67.3,2.0
2958, 4 Series,2019,23990.0,Semi-Auto,120.0,Diesel,145.0,60.1,2.0
2960, X4,2019,35480.0,Semi-Auto,10755.0,Diesel,145.0,42.8,2.0
2961, 3 Series,2019,24690.0,Semi-Auto,5246.0,Petrol,145.0,47.9,2.0
2962, 3 Series,2019,23980.0,Semi-Auto,1051.0,Petrol,145.0,47.9,2.0
2963, 3 Series,2019,23980.0,Semi-Auto,2480.0,Petrol,145.0,47.9,2.0
2964, 2 Series,2017,16698.0,Automatic,27201.0,Diesel,145.0,64.2,2.0
2974, 3 Series,2019,24998.0,Semi-Auto,11904.0,Diesel,145.0,60.1,2.0
2976, 3 Series,2019,24450.0,Semi-Auto,8196.0,Diesel,145.0,62.8,2.0
2977, 3 Series,2019,22990.0,Manual,1122.0,Diesel,145.0,60.1,2.0
2978, 4 Series,2019,27990.0,Semi-Auto,9529.0,Diesel,145.0,60.1,2.0
2979, 3 Series,2019,28450.0,Semi-Auto,1951.0,Diesel,145.0,52.3,2.0
2980, 4 Series,2019,25490.0,Semi-Auto,3516.0,Petrol,145.0,48.7,2.0
2982, 4 Series,2019,26450.0,Semi-Auto,2924.0,Petrol,145.0,48.7,2.0
2984, 4 Series,2019,24975.0,Semi-Auto,11324.0,Diesel,145.0,65.7,2.0
2985, 5 Series,2019,26790.0,Semi-Auto,10389.0,Diesel,145.0,65.7,2.0
2986, 5 Series,2019,26350.0,Semi-Auto,11301.0,Diesel,145.0,65.7,2.0
2988, 1 Series,2017,13995.0,Semi-Auto,39714.0,Diesel,145.0,67.3,2.0
2989, 2 Series,2019,21590.0,Semi-Auto,10199.0,Petrol,145.0,47.9,2.0
2990, 1 Series,2017,16480.0,Manual,21344.0,Diesel,145.0,62.8,2.0
2996, 5 Series,2019,23775.0,Semi-Auto,4447.0,Petrol,145.0,50.4,2.0
2999, 3 Series,2019,24440.0,Semi-Auto,12.0,Diesel,145.0,64.2,2.0
3000, 3 Series,2019,24440.0,Semi-Auto,12.0,Diesel,145.0,60.1,2.0
3003, 5 Series,2018,30990.0,Semi-Auto,12.0,Diesel,145.0,49.6,2.0
3006, 4 Series,2019,23775.0,Manual,8293.0,Diesel,145.0,62.8,2.0
3007, 5 Series,2019,31775.0,Semi-Auto,579.0,Diesel,145.0,60.1,2.0
3008, Z4,2019,34980.0,Semi-Auto,8004.0,Petrol,145.0,37.2,2.0
3009, 5 Series,2019,26790.0,Semi-Auto,6110.0,Diesel,145.0,65.7,2.0
3010, X1,2018,21980.0,Semi-Auto,10708.0,Diesel,145.0,60.1,2.0
3011, 3 Series,2020,32990.0,Semi-Auto,1125.0,Diesel,145.0,50.4,2.0
3013, 3 Series,2019,27450.0,Semi-Auto,6038.0,Petrol,145.0,42.2,2.0
3014, X3,2019,33990.0,Semi-Auto,2538.0,Diesel,145.0,54.3,2.0
3019, 1 Series,2020,23590.0,Manual,1104.0,Diesel,145.0,53.3,2.0
3020, X1,2017,20450.0,Semi-Auto,25725.0,Diesel,145.0,55.4,2.0
3022, 3 Series,2019,23990.0,Semi-Auto,8389.0,Petrol,145.0,47.9,2.0
3025, 4 Series,2019,24450.0,Semi-Auto,10831.0,Diesel,145.0,65.7,2.0
3028, X3,2017,17380.0,Semi-Auto,64648.0,Diesel,145.0,54.3,2.0
3029, 2 Series,2018,20380.0,Semi-Auto,4172.0,Petrol,145.0,47.9,2.0
3040, X1,2016,17998.0,Semi-Auto,34813.0,Diesel,145.0,55.4,2.0
3043, X3,2019,35980.0,Semi-Auto,8088.0,Diesel,145.0,54.3,2.0
3044, 5 Series,2018,26220.0,Semi-Auto,19504.0,Diesel,145.0,46.3,2.0
3046, 2 Series,2020,28993.0,Semi-Auto,500.0,Diesel,145.0,67.3,2.0
3047, X2,2020,29993.0,Semi-Auto,500.0,Petrol,145.0,38.7,2.0
3053, X3,2019,29980.0,Semi-Auto,6231.0,Diesel,145.0,54.3,2.0
3059, 2 Series,2020,32993.0,Semi-Auto,500.0,Diesel,145.0,47.1,2.0
3060, X3,2020,39993.0,Semi-Auto,500.0,Diesel,145.0,54.3,2.0
3062, Z4,2020,33993.0,Semi-Auto,603.0,Petrol,145.0,38.7,2.0
3063, 2 Series,2019,20450.0,Semi-Auto,3422.0,Diesel,145.0,65.7,2.0
3064, 3 Series,2019,22480.0,Manual,5567.0,Diesel,145.0,56.5,2.0
3065, 3 Series,2019,24475.0,Semi-Auto,12991.0,Diesel,145.0,48.7,2.0
3068, 4 Series,2019,24940.0,Semi-Auto,112.0,Petrol,145.0,45.6,2.0
3069, 2 Series,2019,23980.0,Manual,110.0,Diesel,145.0,60.1,2.0
3078, 5 Series,2020,36993.0,Semi-Auto,500.0,Hybrid,145.0,49.6,2.0
3084, 4 Series,2019,24390.0,Semi-Auto,6018.0,Petrol,145.0,45.6,2.0
3086, 4 Series,2019,26190.0,Semi-Auto,7350.0,Petrol,145.0,48.7,2.0
3090, 2 Series,2019,22600.0,Semi-Auto,3574.0,Diesel,145.0,48.7,2.0
3101, 2 Series,2019,18495.0,Semi-Auto,4568.0,Diesel,145.0,52.3,2.0
3104, 2 Series,2019,23290.0,Semi-Auto,2801.0,Petrol,145.0,47.9,2.0
3109, 4 Series,2019,27290.0,Semi-Auto,4476.0,Diesel,145.0,58.9,2.0
3110, X1,2019,30990.0,Semi-Auto,7250.0,Diesel,145.0,36.7,2.0
3111, X2,2019,27990.0,Semi-Auto,4362.0,Petrol,145.0,39.2,2.0
3119, 4 Series,2019,31980.0,Automatic,10.0,Petrol,145.0,45.6,2.0
3120, 3 Series,2019,25980.0,Semi-Auto,3317.0,Diesel,145.0,52.3,2.0
3123, 5 Series,2019,28790.0,Semi-Auto,5432.0,Diesel,145.0,60.1,2.0
3124, 5 Series,2019,26400.0,Semi-Auto,4237.0,Petrol,145.0,50.4,2.0
3129, 3 Series,2017,15460.0,Semi-Auto,24628.0,Petrol,145.0,47.9,2.0
3141, 3 Series,2019,29980.0,Semi-Auto,8127.0,Diesel,145.0,48.7,2.0
3142, 5 Series,2019,30980.0,Automatic,3718.0,Diesel,145.0,62.8,2.0
3144, X1,2019,25480.0,Semi-Auto,5163.0,Petrol,145.0,39.2,2.0
3145, X2,2019,28980.0,Automatic,1325.0,Petrol,145.0,39.2,2.0
3158, 1 Series,2019,17980.0,Semi-Auto,10672.0,Diesel,145.0,74.3,2.0
3165, X1,2019,27980.0,Semi-Auto,5845.0,Diesel,145.0,50.4,2.0
3166, 3 Series,2019,29480.0,Manual,2802.0,Diesel,145.0,54.3,2.0
3167, 5 Series,2017,24480.0,Semi-Auto,26971.0,Diesel,145.0,62.8,2.0
3170, X4,2019,36980.0,Semi-Auto,2740.0,Diesel,145.0,42.8,2.0
3172, 3 Series,2019,27480.0,Semi-Auto,9155.0,Petrol,145.0,41.5,2.0
3173, X1,2019,26490.0,Semi-Auto,9113.0,Diesel,145.0,50.4,2.0
3174, 3 Series,2020,31980.0,Semi-Auto,10.0,Diesel,145.0,50.4,2.0
3177, X2,2019,31980.0,Semi-Auto,1151.0,Diesel,145.0,50.4,2.0
3179, 3 Series,2019,27480.0,Semi-Auto,6113.0,Petrol,145.0,42.2,2.0
3182, 1 Series,2019,19480.0,Automatic,6993.0,Diesel,145.0,67.3,2.0
3184, 4 Series,2019,23480.0,Automatic,5738.0,Diesel,145.0,65.7,2.0
3186, 1 Series,2019,20990.0,Automatic,7990.0,Diesel,145.0,65.7,2.0
3187, 4 Series,2019,25990.0,Automatic,6519.0,Diesel,145.0,58.9,2.0
