,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
4336, 1 Series,2019,19250.0,Semi-Auto,5298.0,Diesel,145.0,67.3,2.0
4351, 4 Series,2019,29000.0,Semi-Auto,2963.0,Diesel,145.0,60.1,2.0
4361, 3 Series,2018,21380.0,Semi-Auto,6641.0,Petrol,145.0,48.7,2.0
4362, 2 Series,2019,19950.0,Semi-Auto,8973.0,Diesel,145.0,49.6,2.0
4370, 1 Series,2018,17280.0,Semi-Auto,20033.0,Diesel,145.0,67.3,2.0
4372, 2 Series,2019,24590.0,Semi-Auto,3300.0,Diesel,145.0,48.7,2.0
4373, 5 Series,2019,28810.0,Semi-Auto,5211.0,Diesel,145.0,65.7,2.0
4374, 3 Series,2019,25000.0,Semi-Auto,3932.0,Diesel,145.0,62.8,2.0
4376, X2,2020,34360.0,Semi-Auto,835.0,Petrol,145.0,38.7,2.0
4377, X1,2020,35040.0,Semi-Auto,562.0,Diesel,145.0,60.1,2.0
4380, 3 Series,2019,23980.0,Manual,2926.0,Diesel,145.0,56.5,2.0
4383, 2 Series,2018,18791.0,Semi-Auto,11984.0,Petrol,145.0,48.7,2.0
4386, 4 Series,2019,24970.0,Semi-Auto,4415.0,Petrol,145.0,45.6,2.0
4387, 1 Series,2019,19250.0,Semi-Auto,6173.0,Diesel,145.0,67.3,2.0
4390, X2,2018,23000.0,Semi-Auto,10342.0,Petrol,145.0,39.2,2.0
4393, 3 Series,2019,27940.0,Semi-Auto,4916.0,Petrol,145.0,45.6,2.0
4395, 5 Series,2020,26450.0,Semi-Auto,25.0,Diesel,145.0,65.7,2.0
4396, X1,2019,25980.0,Semi-Auto,8083.0,Diesel,145.0,60.1,2.0
4398, 5 Series,2019,28380.0,Semi-Auto,6.0,Diesel,145.0,65.7,2.0
4399, 3 Series,2019,25940.0,Semi-Auto,7726.0,Diesel,145.0,53.3,2.0
4400, X2,2019,29980.0,Semi-Auto,9882.0,Petrol,145.0,34.0,2.0
4407, 5 Series,2019,27750.0,Semi-Auto,500.0,Hybrid,145.0,49.6,2.0
4408, 5 Series,2019,24980.0,Semi-Auto,5196.0,Diesel,145.0,65.7,2.0
4410, 3 Series,2020,28980.0,Semi-Auto,892.0,Petrol,145.0,42.2,2.0
4411, X3,2020,34440.0,Semi-Auto,105.0,Diesel,145.0,54.3,2.0
4412, X2,2020,26850.0,Semi-Auto,105.0,Diesel,145.0,50.4,2.0
4413, 3 Series,2019,32940.0,Semi-Auto,7258.0,Diesel,145.0,49.6,2.0
4415, 1 Series,2017,19680.0,Semi-Auto,15385.0,Diesel,145.0,61.4,2.0
4425, 3 Series,2019,30650.0,Automatic,7491.0,Petrol,145.0,41.5,2.0
4426, X3,2019,34440.0,Semi-Auto,105.0,Diesel,145.0,54.3,2.0
4430, 3 Series,2017,13298.0,Semi-Auto,60406.0,Diesel,145.0,74.3,2.0
4433, X1,2017,20260.0,Semi-Auto,21320.0,Diesel,145.0,57.6,2.0
4435, 2 Series,2018,16570.0,Manual,16404.0,Diesel,145.0,64.2,2.0
4438, 4 Series,2019,25850.0,Semi-Auto,101.0,Petrol,145.0,48.7,2.0
4442, 2 Series,2019,21980.0,Semi-Auto,6093.0,Petrol,145.0,50.4,2.0
4450, X5,2017,28980.0,Automatic,24749.0,Diesel,145.0,50.4,2.0
4451, 3 Series,2018,16980.0,Semi-Auto,31500.0,Diesel,145.0,74.3,2.0
4452, 3 Series,2019,25995.0,Semi-Auto,9913.0,Diesel,145.0,57.7,2.0
4453, 3 Series,2019,26995.0,Semi-Auto,9698.0,Diesel,145.0,53.3,2.0
4456, 4 Series,2019,28995.0,Semi-Auto,10000.0,Diesel,145.0,65.7,2.0
4460, Z4,2019,35995.0,Semi-Auto,1501.0,Petrol,145.0,37.2,2.0
4472, 5 Series,2017,23495.0,Semi-Auto,25544.0,Diesel,145.0,65.7,2.0
4473, 3 Series,2019,28495.0,Semi-Auto,11.0,Petrol,145.0,42.2,2.0
4474, 4 Series,2019,29995.0,Semi-Auto,11.0,Diesel,145.0,65.7,2.0
4475, X1,2019,25995.0,Manual,11.0,Diesel,145.0,36.7,2.0
4476, X3,2019,31995.0,Semi-Auto,11.0,Petrol,145.0,31.4,2.0
4477, 3 Series,2018,19495.0,Semi-Auto,12849.0,Diesel,145.0,64.2,2.0
4478, 4 Series,2019,29995.0,Semi-Auto,10.0,Petrol,145.0,48.7,2.0
4486, 4 Series,2018,19500.0,Semi-Auto,13368.0,Petrol,145.0,48.7,2.0
4493, X1,2016,17498.0,Semi-Auto,26344.0,Diesel,145.0,55.4,2.0
4495, 3 Series,2019,29498.0,Semi-Auto,7751.0,Petrol,145.0,41.5,2.0
4498, 5 Series,2020,32995.0,Semi-Auto,11.0,Hybrid,145.0,49.6,2.0
4499, 3 Series,2020,33995.0,Semi-Auto,11.0,Diesel,145.0,50.4,2.0
4500, 3 Series,2019,27995.0,Semi-Auto,1501.0,Petrol,145.0,43.5,2.0
4501, X1,2019,28995.0,Semi-Auto,1501.0,Petrol,145.0,48.7,2.0
4504, X2,2019,36995.0,Semi-Auto,3091.0,Petrol,145.0,34.0,2.0
4505, 3 Series,2019,29995.0,Semi-Auto,1928.0,Petrol,145.0,42.2,2.0
4507, 4 Series,2019,22498.0,Semi-Auto,17886.0,Diesel,145.0,65.7,2.0
4511, 3 Series,2018,16498.0,Semi-Auto,33546.0,Diesel,145.0,67.3,2.0
4516, 3 Series,2020,34495.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4518, 4 Series,2020,29995.0,Semi-Auto,1501.0,Diesel,145.0,58.9,2.0
4519, 4 Series,2020,30995.0,Semi-Auto,10.0,Diesel,145.0,60.1,2.0
4521, X3,2016,20995.0,Semi-Auto,26531.0,Diesel,145.0,54.3,2.0
4524, 1 Series,2018,17850.0,Automatic,748.0,Petrol,145.0,47.9,2.0
4529, X2,2019,27995.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4530, 5 Series,2019,31995.0,Semi-Auto,1912.0,Diesel,145.0,65.7,2.0
4532, X1,2019,27495.0,Semi-Auto,11.0,Diesel,145.0,60.1,2.0
4533, X1,2019,26995.0,Semi-Auto,11.0,Diesel,145.0,60.1,2.0
4536, 2 Series,2015,13500.0,Manual,24621.0,Petrol,145.0,47.9,2.0
4542, 3 Series,2020,30995.0,Semi-Auto,1501.0,Petrol,145.0,42.2,2.0
4544, 3 Series,2020,30995.0,Semi-Auto,1501.0,Diesel,145.0,52.3,2.0
4546, 4 Series,2019,28995.0,Semi-Auto,1501.0,Diesel,145.0,65.7,2.0
4547, 3 Series,2020,34995.0,Semi-Auto,11.0,Diesel,145.0,49.6,2.0
4548, 2 Series,2017,16498.0,Semi-Auto,22919.0,Diesel,145.0,64.2,2.0
4550, 3 Series,2019,26995.0,Semi-Auto,9907.0,Diesel,145.0,52.3,2.0
4566, 1 Series,2019,19495.0,Manual,7753.0,Diesel,145.0,65.7,2.0
4567, 2 Series,2017,16498.0,Semi-Auto,26335.0,Diesel,145.0,64.2,2.0
4568, 5 Series,2018,25998.0,Semi-Auto,7776.0,Diesel,145.0,49.6,2.0
4570, 1 Series,2017,12495.0,Manual,44506.0,Diesel,145.0,68.9,2.0
4578, 3 Series,2018,19998.0,Semi-Auto,23050.0,Petrol,145.0,48.7,2.0
4579, X1,2020,29995.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4580, 5 Series,2020,31995.0,Semi-Auto,1501.0,Hybrid,145.0,49.6,2.0
4581, 4 Series,2020,27495.0,Semi-Auto,10.0,Diesel,145.0,65.7,2.0
4582, 4 Series,2020,27495.0,Semi-Auto,10.0,Petrol,145.0,48.7,2.0
4583, X2,2020,31995.0,Semi-Auto,1501.0,Diesel,145.0,61.4,2.0
4584, 2 Series,2020,32995.0,Semi-Auto,1501.0,Petrol,145.0,36.2,2.0
4586, 2 Series,2020,28995.0,Semi-Auto,1501.0,Diesel,145.0,49.6,2.0
4593, 2 Series,2017,16498.0,Semi-Auto,22645.0,Diesel,145.0,64.2,2.0
4597, 3 Series,2019,27995.0,Semi-Auto,3751.0,Diesel,145.0,52.3,2.0
4598, 4 Series,2019,27995.0,Semi-Auto,1501.0,Diesel,145.0,65.7,2.0
4599, X4,2019,33995.0,Semi-Auto,7141.0,Diesel,145.0,42.8,2.0
4613, 2 Series,2020,29995.0,Semi-Auto,1501.0,Diesel,145.0,49.6,2.0
4615, Z4,2020,34995.0,Semi-Auto,1501.0,Petrol,145.0,38.7,2.0
4616, 5 Series,2017,21470.0,Semi-Auto,35138.0,Diesel,145.0,62.8,2.0
4618, 3 Series,2015,14247.0,Automatic,51650.0,Diesel,145.0,56.5,2.0
4625, 2 Series,2018,18991.0,Semi-Auto,1100.0,Diesel,145.0,67.3,2.0
4626, 3 Series,2017,17997.0,Automatic,28379.0,Diesel,145.0,62.8,2.0
4627, X1,2018,18697.0,Automatic,45268.0,Diesel,145.0,57.6,2.0
4630, 2 Series,2017,16498.0,Semi-Auto,22056.0,Diesel,145.0,64.2,2.0
4640, X3,2020,34950.0,Semi-Auto,2500.0,Diesel,145.0,54.3,2.0
4643, X3,2019,34950.0,Semi-Auto,5492.0,Diesel,145.0,54.3,2.0
4655, 1 Series,2019,19950.0,Semi-Auto,11686.0,Diesel,145.0,48.7,2.0
4661, 3 Series,2017,20799.0,Semi-Auto,19559.0,Petrol,145.0,48.7,2.0
4662, 4 Series,2018,21290.0,Automatic,3475.0,Petrol,145.0,45.6,2.0
4667, 1 Series,2017,17950.0,Semi-Auto,17988.0,Diesel,145.0,61.4,2.0
4670, X2,2019,27950.0,Semi-Auto,7419.0,Diesel,145.0,58.9,2.0
4671, Z4,2019,31450.0,Semi-Auto,8626.0,Petrol,145.0,38.7,2.0
4675, 3 Series,2017,15290.0,Semi-Auto,61610.0,Petrol,145.0,48.7,2.0
4677, 4 Series,2017,16395.0,Semi-Auto,48360.0,Diesel,145.0,65.7,2.0
4678, X3,2016,23450.0,Semi-Auto,23961.0,Diesel,145.0,54.3,2.0
4681, 5 Series,2019,32950.0,Semi-Auto,101.0,Diesel,145.0,55.4,2.0
4682, 5 Series,2019,30750.0,Semi-Auto,101.0,Diesel,145.0,60.1,2.0
4683, 5 Series,2019,31750.0,Semi-Auto,101.0,Hybrid,145.0,60.1,2.0
4684, 4 Series,2019,28750.0,Semi-Auto,101.0,Diesel,145.0,58.9,2.0
4686, 4 Series,2020,26950.0,Semi-Auto,2755.0,Diesel,145.0,65.7,2.0
4690, 2 Series,2017,16298.0,Semi-Auto,23388.0,Diesel,145.0,64.2,2.0
4696, Z4,2019,32950.0,Semi-Auto,8031.0,Petrol,145.0,37.2,2.0
4697, 1 Series,2019,19950.0,Semi-Auto,9859.0,Diesel,145.0,67.3,2.0
4698, 2 Series,2016,18990.0,Automatic,11854.0,Diesel,145.0,55.4,2.0
4701, 5 Series,2019,28450.0,Semi-Auto,101.0,Petrol,145.0,50.4,2.0
4702, 2 Series,2019,21950.0,Manual,2639.0,Diesel,145.0,64.2,2.0
4703, X3,2019,32450.0,Semi-Auto,4125.0,Diesel,145.0,54.3,2.0
4704, 1 Series,2020,27950.0,Semi-Auto,100.0,Diesel,145.0,51.4,2.0
4705, X1,2019,28950.0,Semi-Auto,3759.0,Diesel,145.0,50.4,2.0
4709, 5 Series,2019,30950.0,Semi-Auto,3795.0,Diesel,145.0,55.4,2.0
4710, 3 Series,2019,30950.0,Semi-Auto,4112.0,Diesel,145.0,49.6,2.0
4711, X3,2016,19950.0,Semi-Auto,42379.0,Diesel,145.0,54.3,2.0
4715, 1 Series,2017,13760.0,Manual,24389.0,Diesel,145.0,65.7,2.0
4719, 5 Series,2019,29950.0,Semi-Auto,4043.0,Diesel,145.0,60.1,2.0
4720, 1 Series,2018,14995.0,Semi-Auto,17000.0,Diesel,145.0,67.3,2.0
4721, 3 Series,2018,18695.0,Automatic,25876.0,Diesel,145.0,64.2,2.0
4722, 3 Series,2018,18157.0,Automatic,28438.0,Diesel,145.0,62.8,2.0
4725, 4 Series,2017,18997.0,Semi-Auto,11328.0,Petrol,145.0,48.7,2.0
4731, X3,2018,30980.0,Semi-Auto,4813.0,Diesel,145.0,54.3,2.0
4733, 5 Series,2018,24999.0,Automatic,24501.0,Diesel,145.0,60.1,2.0
4737, 3 Series,2020,28950.0,Semi-Auto,300.0,Petrol,145.0,42.2,2.0
4739, X3,2014,19950.0,Semi-Auto,23693.0,Diesel,145.0,54.3,2.0
4741, 5 Series,2019,31950.0,Semi-Auto,1355.0,Diesel,145.0,55.4,2.0
4745, 3 Series,2019,23450.0,Semi-Auto,11629.0,Diesel,145.0,62.8,2.0
4746, 1 Series,2019,19950.0,Semi-Auto,10102.0,Diesel,145.0,48.7,2.0
4759, 2 Series,2016,15950.0,Semi-Auto,43911.0,Diesel,145.0,55.4,2.0
4764, X1,2020,29950.0,Semi-Auto,35.0,Diesel,145.0,40.9,2.0
4767, X3,2019,31950.0,Semi-Auto,7721.0,Diesel,145.0,54.3,2.0
4768, X1,2019,26450.0,Semi-Auto,8643.0,Diesel,145.0,50.4,2.0
4773, X2,2019,34910.0,Semi-Auto,4577.0,Petrol,145.0,39.2,2.0
4774, X1,2019,32940.0,Semi-Auto,5642.0,Petrol,145.0,37.7,2.0
4777, 3 Series,2018,16950.0,Manual,19041.0,Diesel,145.0,67.3,2.0
4778, 3 Series,2020,28450.0,Semi-Auto,101.0,Diesel,145.0,50.4,2.0
4781, X3,2019,32509.0,Semi-Auto,9000.0,Diesel,145.0,54.3,2.0
4783, X2,2019,24543.0,Semi-Auto,3412.0,Petrol,145.0,38.7,2.0
4785, 1 Series,2017,16770.0,Automatic,22848.0,Petrol,145.0,47.9,2.0
4791, 1 Series,2019,33150.0,Semi-Auto,4902.0,Diesel,145.0,51.4,2.0
4792, 6 Series,2019,41980.0,Semi-Auto,4028.0,Diesel,145.0,42.2,2.0
4793, 2 Series,2019,31410.0,Semi-Auto,3104.0,Petrol,145.0,47.9,2.0
4794, X2,2019,29542.0,Semi-Auto,5564.0,Petrol,145.0,39.8,2.0
4799, 4 Series,2019,27125.0,Semi-Auto,5046.0,Diesel,145.0,65.7,2.0
4807, X1,2017,23032.0,Semi-Auto,19340.0,Diesel,145.0,57.6,2.0
4815, 3 Series,2019,25842.0,Semi-Auto,4238.0,Diesel,145.0,52.3,2.0
4816, X1,2018,22632.0,Semi-Auto,14852.0,Diesel,145.0,60.1,2.0
4820, 2 Series,2019,24196.0,Semi-Auto,2421.0,Petrol,145.0,47.9,2.0
4822, 4 Series,2018,21302.0,Automatic,17768.0,Diesel,145.0,65.7,2.0
4834, 5 Series,2017,21946.0,Automatic,38410.0,Petrol,145.0,48.7,2.0
4836, 4 Series,2019,22766.0,Automatic,5767.0,Petrol,145.0,48.7,2.0
4845, X1,2018,19300.0,Manual,15209.0,Diesel,145.0,52.3,2.0
4846, 1 Series,2016,15480.0,Automatic,30900.0,Petrol,145.0,47.9,2.0
4852, 4 Series,2018,19991.0,Semi-Auto,8018.0,Petrol,145.0,44.1,2.0
4855, 5 Series,2017,22899.0,Semi-Auto,33046.0,Diesel,145.0,64.2,2.0
4857, X1,2016,16700.0,Semi-Auto,44000.0,Diesel,145.0,55.4,2.0
4859, X1,2017,18890.0,Semi-Auto,21113.0,Diesel,145.0,65.7,2.0
4862, X1,2016,18650.0,Automatic,29330.0,Diesel,145.0,55.4,2.0
4863, 5 Series,2019,31580.0,Automatic,8612.0,Petrol,145.0,48.7,2.0
4864, 3 Series,2019,27710.0,Semi-Auto,9545.0,Diesel,145.0,52.3,2.0
4868, 3 Series,2020,33995.0,Semi-Auto,10.0,Diesel,145.0,53.3,2.0
4869, 3 Series,2019,29990.0,Semi-Auto,5604.0,Petrol,145.0,40.9,2.0
4872, 2 Series,2018,17000.0,Manual,19566.0,Diesel,145.0,54.3,2.0
4885, 1 Series,2019,30240.0,Automatic,7791.0,Petrol,145.0,34.5,2.0
4888, 4 Series,2019,23270.0,Automatic,5865.0,Petrol,145.0,48.7,2.0
4890, 1 Series,2019,27190.0,Manual,5382.0,Diesel,145.0,53.3,2.0
4891, 1 Series,2019,31200.0,Automatic,9516.0,Diesel,145.0,48.7,2.0
4892, 2 Series,2019,29960.0,Semi-Auto,5720.0,Diesel,145.0,49.6,2.0
4893, 2 Series,2017,18100.0,Semi-Auto,20319.0,Petrol,145.0,48.7,2.0
4895, 3 Series,2018,18690.0,Semi-Auto,29748.0,Diesel,145.0,60.1,2.0
4896, 3 Series,2018,18500.0,Semi-Auto,26937.0,Diesel,145.0,64.2,2.0
4898, 2 Series,2019,19949.0,Manual,14219.0,Diesel,145.0,51.4,2.0
4899, X1,2018,16500.0,Manual,27041.0,Diesel,145.0,68.9,2.0
4900, 3 Series,2019,27990.0,Manual,4465.0,Diesel,145.0,54.3,2.0
4901, 3 Series,2019,29995.0,Semi-Auto,1425.0,Petrol,145.0,42.2,2.0
4903, 3 Series,2019,27990.0,Semi-Auto,5600.0,Diesel,145.0,52.3,2.0
4904, 5 Series,2019,29990.0,Semi-Auto,3117.0,Petrol,145.0,50.4,2.0
4905, 2 Series,2020,30995.0,Semi-Auto,1501.0,Diesel,145.0,48.7,2.0
4906, 4 Series,2020,37995.0,Semi-Auto,1501.0,Diesel,145.0,58.9,2.0
4907, 5 Series,2020,33995.0,Semi-Auto,1501.0,Hybrid,145.0,49.6,2.0
4920, 3 Series,2019,28990.0,Semi-Auto,6.0,Petrol,145.0,42.2,2.0
4921, 3 Series,2019,28990.0,Semi-Auto,7322.0,Diesel,145.0,52.3,2.0
4922, X3,2019,33990.0,Semi-Auto,38.0,Diesel,145.0,54.3,2.0
4923, 4 Series,2019,27990.0,Semi-Auto,6051.0,Diesel,145.0,65.7,2.0
4933, 2 Series,2018,20360.0,Automatic,8370.0,Petrol,145.0,36.2,2.0
4947, 3 Series,2019,32990.0,Semi-Auto,4758.0,Diesel,145.0,49.6,2.0
4949, 2 Series,2018,19990.0,Semi-Auto,21691.0,Petrol,145.0,47.9,2.0
4951, 2 Series,2017,17990.0,Semi-Auto,8693.0,Petrol,145.0,50.4,2.0
4952, 3 Series,2019,30990.0,Semi-Auto,3165.0,Diesel,145.0,52.3,2.0
4958, 4 Series,2017,19250.0,Semi-Auto,14500.0,Petrol,145.0,48.7,2.0
4959, 3 Series,2019,36990.0,Semi-Auto,4314.0,Petrol,145.0,40.4,2.0
4960, X3,2019,35990.0,Semi-Auto,15.0,Diesel,145.0,54.3,2.0
4962, X3,2019,35995.0,Semi-Auto,4421.0,Diesel,145.0,54.3,2.0
4963, X4,2019,37995.0,Semi-Auto,5809.0,Diesel,145.0,42.8,2.0
4964, 3 Series,2019,28990.0,Semi-Auto,3811.0,Diesel,145.0,52.3,2.0
4965, 2 Series,2020,29995.0,Semi-Auto,1501.0,Petrol,145.0,47.9,2.0
4966, X2,2020,29995.0,Semi-Auto,1501.0,Petrol,145.0,38.7,2.0
4967, X1,2020,34995.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4968, X1,2020,30995.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4969, 4 Series,2019,25990.0,Semi-Auto,2028.0,Diesel,145.0,65.7,2.0
4971, 3 Series,2020,32995.0,Semi-Auto,1501.0,Diesel,145.0,50.4,2.0
4976, X1,2017,18990.0,Semi-Auto,34697.0,Diesel,145.0,55.4,2.0
4981, 2 Series,2019,21995.0,Semi-Auto,3682.0,Petrol,145.0,47.9,2.0
4982, X2,2020,28995.0,Semi-Auto,10.0,Diesel,145.0,58.9,2.0
4986, 2 Series,2019,24990.0,Semi-Auto,4155.0,Diesel,145.0,65.7,2.0
4987, X3,2019,35995.0,Automatic,3800.0,Diesel,145.0,54.3,2.0
4989, X2,2018,22500.0,Semi-Auto,34697.0,Diesel,145.0,58.9,2.0
4993, 3 Series,2019,27500.0,Semi-Auto,9262.0,Diesel,145.0,52.3,2.0
4994, 3 Series,2019,25444.0,Automatic,13033.0,Petrol,145.0,42.2,2.0
4995, 3 Series,2019,23250.0,Semi-Auto,11659.0,Diesel,145.0,55.4,2.0
4996, 3 Series,2019,23250.0,Semi-Auto,12045.0,Diesel,145.0,55.4,2.0
4998, 4 Series,2019,35999.0,Automatic,1500.0,Diesel,145.0,60.1,2.0
4999, 5 Series,2019,31950.0,Automatic,3500.0,Petrol,145.0,50.4,2.0
5001, 1 Series,2020,27995.0,Manual,2500.0,Diesel,145.0,53.3,2.0
5002, 3 Series,2019,35995.0,Automatic,17188.0,Diesel,145.0,49.6,2.0
5004, X1,2019,31995.0,Automatic,9500.0,Diesel,145.0,52.3,2.0
5006, 3 Series,2019,28444.0,Automatic,5500.0,Petrol,145.0,42.2,2.0
5008, 5 Series,2019,32499.0,Automatic,9222.0,Diesel,145.0,65.7,2.0
5009, 4 Series,2019,29999.0,Automatic,3403.0,Diesel,145.0,60.1,2.0
5010, 3 Series,2020,36650.0,Automatic,4500.0,Diesel,145.0,49.6,2.0
5014, 2 Series,2019,22499.0,Manual,6772.0,Diesel,145.0,60.1,2.0
5017, 3 Series,2019,33444.0,Automatic,3725.0,Diesel,145.0,50.4,2.0
5018, 3 Series,2020,36995.0,Automatic,4500.0,Diesel,145.0,50.4,2.0
5022, X3,2020,33995.0,Semi-Auto,1501.0,Diesel,145.0,54.3,2.0
5023, 4 Series,2019,26444.0,Automatic,6500.0,Diesel,145.0,65.7,2.0
5024, 4 Series,2019,29995.0,Automatic,4837.0,Diesel,145.0,65.7,2.0
5025, 4 Series,2019,30995.0,Automatic,4500.0,Diesel,145.0,58.9,2.0
5026, 4 Series,2019,29995.0,Automatic,4500.0,Diesel,145.0,58.9,2.0
5027, 3 Series,2019,30888.0,Automatic,6500.0,Diesel,145.0,52.3,2.0
5028, 4 Series,2019,27999.0,Automatic,5891.0,Diesel,145.0,65.7,2.0
5029, 2 Series,2019,25995.0,Automatic,6500.0,Diesel,145.0,46.3,2.0
5030, X1,2019,30995.0,Semi-Auto,1501.0,Diesel,145.0,52.3,2.0
5034, 3 Series,2019,29990.0,Manual,16.0,Diesel,145.0,54.3,2.0
5035, X3,2019,33990.0,Semi-Auto,5434.0,Diesel,145.0,54.3,2.0
5037, 3 Series,2017,19995.0,Semi-Auto,28243.0,Diesel,145.0,60.1,2.0
5038, 4 Series,2019,29999.0,Automatic,8914.0,Diesel,145.0,65.7,2.0
5040, 2 Series,2017,17990.0,Semi-Auto,15630.0,Diesel,145.0,62.8,2.0
5046, 3 Series,2019,31995.0,Automatic,13978.0,Diesel,145.0,52.3,2.0
5047, 4 Series,2019,30995.0,Automatic,1500.0,Petrol,145.0,48.7,2.0
5048, X3,2019,38995.0,Automatic,6527.0,Diesel,145.0,54.3,2.0
5053, 3 Series,2019,31995.0,Semi-Auto,4995.0,Diesel,145.0,52.3,2.0
5054, 5 Series,2019,34990.0,Semi-Auto,1800.0,Petrol,145.0,47.9,2.0
5056, 4 Series,2019,25995.0,Semi-Auto,3144.0,Petrol,145.0,45.6,2.0
5062, 3 Series,2019,23990.0,Semi-Auto,7015.0,Diesel,145.0,53.3,2.0
5064, 3 Series,2017,17950.0,Manual,18799.0,Diesel,145.0,64.2,2.0
5065, 1 Series,2019,19999.0,Semi-Auto,16106.0,Diesel,145.0,67.3,2.0
5067, 4 Series,2016,16440.0,Semi-Auto,40340.0,Petrol,145.0,48.7,2.0
5074, X1,2019,24449.0,Semi-Auto,5336.0,Diesel,145.0,60.1,2.0
5075, X2,2019,28499.0,Semi-Auto,8550.0,Diesel,145.0,48.7,2.0
5076, Z4,2019,32449.0,Semi-Auto,2485.0,Petrol,145.0,38.7,2.0
5077, X4,2019,34999.0,Semi-Auto,9829.0,Diesel,145.0,42.8,2.0
5082, X3,2019,31999.0,Semi-Auto,6624.0,Diesel,145.0,54.3,2.0
5089, X3,2019,31990.0,Semi-Auto,7115.0,Diesel,145.0,54.3,2.0
5090, Z4,2019,33990.0,Semi-Auto,8810.0,Petrol,145.0,37.2,2.0
5091, X1,2019,27990.0,Semi-Auto,8521.0,Diesel,145.0,60.1,2.0
5094, X2,2019,34995.0,Automatic,8728.0,Petrol,145.0,34.0,2.0
5095, 1 Series,2019,20222.0,Automatic,7407.0,Petrol,145.0,47.9,2.0
5098, X4,2019,39995.0,Automatic,5505.0,Diesel,145.0,42.8,2.0
5099, 3 Series,2019,32995.0,Automatic,4500.0,Diesel,145.0,50.4,2.0
5100, 3 Series,2019,35450.0,Automatic,6500.0,Diesel,145.0,50.4,2.0
5101, 3 Series,2019,22495.0,Semi-Auto,8886.0,Diesel,145.0,67.3,2.0
5107, X2,2019,29999.0,Automatic,6695.0,Diesel,145.0,58.9,2.0
5109, 3 Series,2019,28995.0,Automatic,16367.0,Diesel,145.0,52.3,2.0
5110, 1 Series,2019,31950.0,Semi-Auto,8600.0,Petrol,145.0,34.5,2.0
5112, 3 Series,2018,21495.0,Semi-Auto,23000.0,Diesel,145.0,62.8,2.0
5118, 3 Series,2019,28995.0,Automatic,8446.0,Diesel,145.0,52.3,2.0
5119, X1,2018,23450.0,Automatic,18487.0,Diesel,145.0,60.1,2.0
5120, 3 Series,2019,35995.0,Automatic,5500.0,Petrol,145.0,39.8,2.0
5123, X3,2020,37495.0,Automatic,4500.0,Diesel,145.0,54.3,2.0
5126, 5 Series,2020,32495.0,Semi-Auto,931.0,Hybrid,145.0,49.6,2.0
5127, X1,2020,30495.0,Semi-Auto,3530.0,Diesel,145.0,40.9,2.0
5129, 1 Series,2017,16444.0,Semi-Auto,20848.0,Petrol,145.0,48.7,2.0
5134, 3 Series,2018,20995.0,Semi-Auto,19252.0,Diesel,145.0,64.2,2.0
5143, 4 Series,2018,21250.0,Automatic,14238.0,Diesel,145.0,65.7,2.0
5144, 2 Series,2019,26995.0,Automatic,2630.0,Diesel,145.0,49.6,2.0
5145, X2,2019,35999.0,Automatic,6026.0,Petrol,145.0,34.0,2.0
5146, 5 Series,2019,31444.0,Automatic,2404.0,Diesel,145.0,65.7,2.0
5147, 5 Series,2019,34999.0,Automatic,7195.0,Diesel,145.0,60.1,2.0
5155, 3 Series,2020,32995.0,Automatic,4000.0,Diesel,145.0,50.4,2.0
5156, 1 Series,2020,26995.0,Automatic,1500.0,Diesel,145.0,51.4,2.0
5157, X3,2020,37999.0,Automatic,2789.0,Diesel,145.0,54.3,2.0
5158, X1,2020,32995.0,Automatic,1593.0,Diesel,145.0,50.4,2.0
5159, 5 Series,2019,26990.0,Automatic,7824.0,Petrol,145.0,50.4,2.0
5162, 3 Series,2019,28888.0,Automatic,9267.0,Diesel,145.0,52.3,2.0
5165, 4 Series,2019,29999.0,Automatic,1500.0,Petrol,145.0,45.6,2.0
5166, 1 Series,2019,20999.0,Semi-Auto,7351.0,Diesel,145.0,68.9,2.0
5169, 3 Series,2020,33995.0,Automatic,10.0,Diesel,145.0,50.4,2.0
5171, 1 Series,2020,34999.0,Automatic,197.0,Diesel,145.0,48.7,2.0
5172, Z4,2020,35995.0,Automatic,2500.0,Petrol,145.0,38.7,2.0
5179, 1 Series,2017,15850.0,Manual,39806.0,Diesel,145.0,62.8,2.0
5186, X1,2017,21995.0,Manual,15900.0,Diesel,145.0,60.1,2.0
5189, 1 Series,2017,16270.0,Semi-Auto,46440.0,Petrol,145.0,47.9,2.0
5192, X1,2017,18990.0,Semi-Auto,32420.0,Diesel,145.0,55.4,2.0
5194, X4,2015,19660.0,Semi-Auto,52020.0,Diesel,145.0,54.3,2.0
5203, 3 Series,2018,18495.0,Semi-Auto,26231.0,Diesel,145.0,64.2,2.0
5209, 5 Series,2020,35995.0,Automatic,2500.0,Hybrid,145.0,62.8,2.0
5210, 4 Series,2020,32583.0,Automatic,2500.0,Petrol,145.0,48.7,2.0
